회사명,회사의종류,리뷰어분야,직원여부,지역,날짜,제목,좋은점,나쁜점,희망사항(경영진에게),성장,추천,승진기회가능성점수,복지급여점수,업무와 삶의 균형 점수,사내문화점수,경영진점수
아이나비시스템즈,IT/웹/통신,기획/경영,전직원,경기,2022. 10,워라벨 좋아요분위기도 좋아요다만 팀바팀이라 다 좋지만은 않음,투자받고 급여도 조금씩 나아지고있음분위기좋고워라벨 지켜짐,급여가 아직은 낮은감이 있음지도사업은 좋으나내비가 타사에 너무 밀림,좀더 공격적인 경영이 필요하다고봄전체적으로 다들 착하기만함,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천 합니다!,80,60,100,100,80
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2022. 07,서로 챙겨주고 서로 도와가며 일하는 분위기 (물론 팀마다 조금씩 틀림. 좋은팀에 들어가면 끝없이 행복해질수 있음.),사무실이 깔끔함. 여름에 냉방 빵빵하게 잘나옴(추워서 바람막이 입어야할정도). 복지가좋음.,"연차,반차등등 쉬는거에 대한 결제올리면 안좋아함 (팀마다 틀림). 밥값이 비쌈. 야근도 꽤있음.",젊은 직원들이 눈치보지않고 다닐수있는 분위기를 만들어주면 좋겠다.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,60,60,60,60
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2022. 07,서버와 클라이언트 양 쪽 커리어를 쌓고 싶으신 신입 분들에게 추천,"연차 사용 자유로움, 점점 복지를 늘려나가려고 노력중, 지도라는 유니크한 것을 다뤄볼 수 있음",CI/CD 가 잘 갖춰져있지 않고 업무를 주먹구구식으로 처리하려는 경향이 있음,복지를 늘리고 있는 건 좋지만 각 팀의 인원 대비 업무 처리량이 많아 그에 맞는 인적 자원을 충당해주었으면 좋겠습니다.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,40,80,60,60
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2022. 04,개발업력은 상당히 되고 축적해놓은 데이터랑 노하우가 탄탄하다다만 기반 사업을 어떻게 다져놓느냐가 관건,배울점이 많고 신입이나 주니어급은 이력에 상당히 도움이된다,사업부서는 개발자를 단순 SI로 생각하는거 같다 나는 개발자인데,누려왔던 복지가 진부하다… 합리적인 복지와 보상체계를 만들어 줬으면 좋겠다,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천 합니다!,60,60,100,80,60
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2022. 03,흠... 어디서 들어보긴한 브랜드... 그래서 호감이 생길뻔했다면 멈춰야함,"그래도 업력이라는게 있어서 어느정도 기틀은 잡혀있음. 
밖에서 회사명 말하면 아는사람이 종종있음
간간히 잘하는 개발자가 숨어있음.","잘하는 개발자들이 다 도망감...
기틀은 잡혀있으나, 업무프로세스나 회사정책이 개판
연봉이 매움매우 짬 그래서 다 도망감...
모든게 10년 전에 머물러있음.. 사람도 연봉도..","복지, 회사의 비전도 좋은데.. 모든건 돈으로 보상해주세요.
이직할때 모든 회사에서 연봉보고 반겨하더라구요.",이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,40,20,80,60,60
아이나비시스템즈,IT/웹/통신,데이터,현직원,경기,2022. 03,"아이나비라는 이름만 자랑하기 좋은 회사,오래 다닐만한 곳은 아님",연차 자유롭게 쓸수 있음도서구입비 지원해줌한달에 한번 가정의날 4시퇴근,체계가 하나도 없음일 잘하는 사람들만 일하고 월급루팡이 꽤 많음결국 잘하는 사람들은 나감,중견기업에 맞게 직원들 연봉테이블 좀 올려주고 직원들 신경 좀 써줬으면..,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,40,20,60,60
아이나비시스템즈,IT/웹/통신,개발,현직원,경기,2022. 03,생각보다 일이 많음 개발쪽은 대부분 야근하는 분위기,"연차를 윗사람 눈치 안보고 쓸수 있음, 도서구입비 제공 야근식대 제공 수평적인 사무실 분위기",업무분담이 잘되어 있다고 생각하지 않음 일하는 사람만 일하는 분위기 네임벨류대비 많지 않은 연봉,"네임벨류대비 연봉을 좀더 올려주었으면, 일하는 사람에게 더 많은 기회와 연봉을 주었으면 한다",이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,80,60,60,40,40
아이나비시스템즈,IT/웹/통신,데이터,현직원,경기,2022. 03,어떻게 돌아가는지 알수없는 회사. 위에서 다 해먹고 남은 찌꺼기 직원들에게 돌려주는 회사.,연차 눈치안보고 쓸수있음. 워라밸 좋음. 그외엔 없음. 더 적고싶은데 정말 없음........,연봉 맥도날드 알바수준. 어쩌면 알바가 더 벌지도...,"중견기업이아니라 사실 중소인데... 사치를 좀 줄이고 직원들 신경좀 썼으면. 
고인물 심각...",이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,80,20,80,40,40
아이나비시스템즈,IT/웹/통신,개발,현직원,경기,2022. 02,정말 다양한 프로젝트를 경험할수 있는데 적당히 하고싶은거 잘 선택하면 커리어에 도움을 될듯,"주변 동료들이 나 유순하여서 오래 다니는듯 하고, 자기의견을 말하기 좋은 분위기입니다",진행하는 프로젝트는 많고 개발인원은 없어서 이프로젝트 저프로젝트 다 개발하게 됩니다,"it 직종의 연봉테이블은 올라가는데 기존 직원들은 떠나기만하고 신규인원 충원은 못하고, 파격적인 인상이 시긎합니다",이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,20,40,80,60
아이나비시스템즈,IT/웹/통신,데이터,전직원,경기,2022. 01,"자유로운 분위기와 쾌적한 업무 환경, 괜찮은 복지 시설","자유롭고 쾌적하며, 복지가 좋다.
건물 1층엔 카페가 많아 골라갈 수 있다.
팀바이팀이지만 대체로 화목한 느낌. 내가 느낀 가장 큰 장점은 복지시설인것 같다.",팀별 분위기는 팀바이팀인것 같다. 내가 있던 팀은 다들 무뚝뚝하고 서로 할 일만 하는 분위기. 내 업무 가르쳐주시던 사수분은 화가 많으셨음.,딱히 없음. 잘 모르겠음. 난 내 할 일만 했음.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,80,80,60,60
아이나비시스템즈,IT/웹/통신,개발,전직원,세종,2022. 01,세종 청사에서 일한다. 말이 아이나비 파견 근무지 그냥 알바다.,자유롭게 시간을 쓸 수 있다. 야간 근무중에 2인만 근무하는 경우가 많아서 좋다,지겹다. 그냥 심부름만 하는거 같다. 그냥 다른거 추천한다.,파견근무라 본적이 없어 모르겠다.월급좀 더 주세요.,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,60,60,100,60,60
아이나비시스템즈,IT/웹/통신,기획/경영,전직원,경기,2021. 10,"팅크웨어의 자회사입니다, 네비랑 S/W 분사했습니다. 팅크웨어랑 같이있을때가 좋은 것 같습니다. 스타트업 같은 업무내용이라 아쉽네요.","근무 환경이 좋습니다, 주변환경도 판교라 괜찮습니다.
월급은 잘나옵니다. 착한사람들이 많습니다. 그냥저냥 중소기업 같습니다.",이상한 부장급들이 몇몇 있습니다(본인으 일못하고 사람들한테 뭐라고만하는 스타일) 월급이 현저히 낮습니다. 과장급이 4천초반 밥값포함  ㅋㅋㅋㅋ 너무 낮네요 대리는 훨씬 낮겠죠? 팀바팀 문화 또는 워라벨입니다. 몇몇 팀은 퇴근가지고 괴롭힙니다.,"이미 퇴사했는데 바라는점이 없습니다, 임원들은 좋으신분들인 것 같은데, 부장 이상들은 물갈이가 필요하지 않을까 생각이 드네요~",이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,20,20,20,20
아이나비시스템즈,IT/웹/통신,데이터,현직원,경기,2021. 10,"개발 전문성이 있고, 업계에 해당 기업 출신들이 많이 분포 되어 있음. 개발을 배우면서 경력 쌓기 좋고, 앞으로 성장 가능성이 있어 보인다.","워라벨을 누릴 수 있고, 휴가, 출퇴근 등 개인 일정에 자유로운 편이다.
PRJ가 정해지면 개발에 집중할 수 있는 환경을 조성해주고, 꼰대들도 있지만 배울 점 많은 선배들이 있다.","모기업의 눈치를 너무 많이 봐서 뚜렷한 인사, 경영 정책의 색깔이 없다.",합리적인 복지와 보상 체계를 마련하면 좋겠다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,60,100,80,80
아이나비시스템즈,IT/웹/통신,데이터,현직원,경기,2021. 10,"사회 초년생이 커리어를 쌓기에 정말 좋은 회사. 단, 오래 다니기에는 많이 부족한 회사.","팀바팀이지만 워라밸 상당히 좋은 편.
좋은 사람들이 참 많다.
허물없이 지낼 수 있는 수평적인 구조.","과거 아이나비 왕국 시절에 누리던 기분을 아직 못 버린 듯. 
현실을 받아드리지 못 하는 듯.
연봉이 적다.",직원들의 불만을 듣고 개선하려고 노력해줬으면.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,100,40,100,100,60
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2021. 07,큰 욕심 안부리면서 다니기 좋은 회사이며 어느정도 인지도가 있는 회사,"저녁 식대가 아직까지 지원되는지는 모르곘지만 개발 부서 한해서 저녁 식사 자유로웠음
사람들과 쉽게 지낼 수 있으며 업무 간에도 크게 거리낌 없이 물어보거나 요청할 수 있음","어느정도 정치가 존재하며 기업 이미지에 비해 연봉 측정이 낮음.
복지라 할만한게 없다고 보면 됨",더 큰 회사로 도약하고 싶으면 직원들에 대해 투자를 아끼지 말아주세요,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,80,40,80,60,40
아이나비시스템즈,IT/웹/통신,데이터,현직원,경기,2021. 07,일은많지만 워라벨은 좋고 연봉복지는 ㅎㅎ....,연차 눈치안줌 야근 강요 거의 없음 팀바팀 심하긴하지만 워라벨 좋음 자기일만 잘하면   근무태도별로 신경안씀 기업 이름이 좀있어서 좋은 곳 다니는 척 할수 있음,다른 곳에 비해 낮은 연봉 소기업수준임 능력에 따라 다름 복지 별루 상여금비슷하게 딱 한번 받아본 금액은 말하기 민망한수준 명절 교통비정도는 나오지만 적음 직급 높으면 더 받을수도있겠지만 사원급은 기대 안하는게 좋음 기업 이름에 비해 연봉 및 복지는 기대하지 마시길 야근강요는 없어서 연봉 복지 포기하면 다닐만함,할많하않...사원 대리급 및 비정규직 한테도 신경 써주시길,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,60,20,60,40,20
아이나비시스템즈,IT/웹/통신,영업/제휴,전직원,경기,2021. 06,"경력직이지만 나랑은 안맞는것 같아서 입사하고 빠른 시간내에 퇴직을 하게 됐다. 마지막까지 고민했던건 동료들이 너무 좋은 사람들이라 같이 일해보고 싶었었다. 개인적인 소견으로는 이러한 사업 형태로 성장할 수 있을까 의문이 들었다, 같이 일하는 동료와 근무환경, 주변환경은 좋았지만 개인이 성장하기는 어려운 조직이였다, 매출 구조 자체도 불안함이 몰려왔다. 여기는 팀 자체가 소사장 제도와 비슷하기 때문에 팀별로 문화를 결정하는 것이라고 생각된다.",근무 분위기가 쾌적하고 괜찮다. 동료들이 친절하고 인성이 바르다. 내가 입사했을때는 대우받는 느낌이 들었었다. 판교회사 단지라 주변에 인프라가 잘되어있다. 팀장이상의 직급만 단다면 천국이 따로 없을 듯 생각이 들었다.,"식대가 연봉에 포함이고, 밥값이 비쌈, 해당 영업이나 사업에 관련된 팀들은 워라벨이 전혀 좋지 않음. 즉, 적은 연봉대비 야근이나 주말 출근을 은근히 풍기는 뉘앙스 및 선호하는 문화이며, 할 일이 없어도 남아있는 것을 원한다. 어떠한 업무 인수인계나 업무분장을 바래서도 안된다. 내 윗사람들도 나보다 매출 인프라가 높아 보이진 않으며, 보고서 1개를 작성할때도 여러사람과 부서가 혼합되는 형태를 보여, 개인 성과는 불가능에 가까운 비즈니스 업무 모델링을 갖고 있었다. 연봉 계약형태는 순수 기본급만 결정되며 각종 수당은 서류로 정리되어 명시하지 않기에 불안한 수당이라는 생각이 들었다. (즉, 연봉 외 보조금과 같은 수당은 언제든 없어져도 이상할 것이 없는 파리목숨 수당이 어울리겠다)","컨소사업 및 국책사업, 과제만 진행하는.. 이렇게 해서 매출과 기업이 성장 할 수 있을까요..?, 제 짧은 식견으로 볼때는 사양 산업군을 정리해서 분사 시켜놓은 자회사이고, 단독 법인으로 봤을때는 생존이 불가능하고, 지속 가능한 법인이라는 생각이 들지 않았습니다. 아쉽지만 새로운 먹거리를 찾지 않는다면, 그리고 불필요한 문화와 일을 제거하지 않는다면 어려울 것 같습니다.",이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,20,20,20,20
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2021. 06,자유로운 분위기에서 일할 수 있는곳네비게이션 시장의 선두주자였지만 점점 떨어져가는 명성,1.회사분위기가 정말 자유롭습니다.2.갑질이 많지 않습니다.3.좋은 동료분들이 많습니다.,"1.점심비용이 많이듭니다.2.비젼이 약하거나 없다는 느낌이 많이들고 더이상 투자대신 유지보수를 하는 분위기입니다,3.동호회활동이 없어진게 아쉽습니다.",신규사업 투자에 적극적인 지원을 하셨으면 좋겠습니다.노리스크 하이리턴은 없다고 생각합니다,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천 합니다!,60,60,60,80,60
아이나비시스템즈,IT/웹/통신,기획/경영,전직원,경기,2021. 05,"저는 이 정도면 양호한 회사라고 생각합니다, 급여가 약간 부족하긴 하지만 전반적으로 요즘 일반 중소기업들에 비해 훨씬 낫다고 봅니다.","브랜드가 좋습니다, 운전하는 사람이라면, 아이나비 모르는 사람이 드물지요
사무실 분위기가 젊고 자유스럽기는 합니다. 회사주변이 업무지구라 회사스럽습니다.
네비와 맵분사 법인이라 요즘 네비 거의 순정쓰죠 그렇지만 플랫폼을 활용한 아이템을 활용해 시대에 뒤쳐지지 않는 아이템을 갖고있는게 장점이네요.","연봉에 밥값 포함이라, 식사시 결재 불편 부분이 있고 팅크웨어와 같은 회사에서 법인 분사한 부분이 약간의 알 수 없는 차별을 만들수도 있지 않을까 싶습니다. 중소기업보다는 연봉테이블이 높지만 대기업보다는 낮은 수준?","연봉 테이블 좀 올려주세요, 복지 좀 올려주세요. 좋은 인재들을 잘관리하게 하여 회사에 장기근속 할 수 있도록 노력해주세요.",이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,100,100,100,100
아이나비시스템즈,IT/웹/통신,개발,현직원,경기,2021. 05,개발 능력을 향상 시킬 수 있는 곳. 서버 클라이언트 등 업무 분담 체계가 확실하여 전문성 향상에 도움이 된다.,매달 셋째 주 금요일 가정의 날 시행으로 인한 4시 퇴근. 업무 분담 체계가 확실하여 전문성을 기를 수 있다. 효과적인 툴을 사용하여 일정 및 이슈 관리가 수월하다.,같은 업무를 하지 않는다면 이야기 할 기회가 적다. OJT교육이 따로 존재하지 않는다.,매달 셋째 주 시행되는 가정의 날 외에도 새로운 복지제도가 생겼으면 좋을 것 같다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,60,80,100,80
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2021. 04,아이나비 브랜드로 오랜업력 지도기반 개발 서비스 회사다,"수평문화, 자율적 분위기, 오랜업력에 기술기반은 튼튼하다",트랜드에 민감해야 할 것 같다.. 성장이 더딘 느낌..,회사 성장을 위해 직원들에게 올바른 비전과 목표를 제시해주기 바랍니다,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천 합니다!,40,60,100,80,60
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2021. 03,내비게이션에 관심이 있다면 한번쯤은 경험해봐도 나쁘지 않음,"1달에 한번씩 회사내에 가정의 날이라고 해서 2시간 일찍 퇴근하는 제도가 있음
장점이 저거 말고 딱히 없음 장점이 단점을 커버 못함","연봉이 다른곳에 비해 현저히 낮음. (최대한 돈 안줄려고 편법을씀)
꼰대들이 너무 많음(윗사람이 담배피러나가면 비흡연자도 포함해서 우르르 나가서 얘기들어주고있음)
야근은 안했지만 작업 속도가 낮으면 대놓고 저격하고 무시함
식대는 연봉에 포함
회사 분위기 자체가 어두움",군대 문화를 줄이고 복지문화를 늘려가는게 어떨까 생각합니다. 회사 분위기가 이렇게 어두울지는 몰랐었고 앞으로 고칠게 많은 회사라고 생각함,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,20,40,20,60
아이나비시스템즈,IT/웹/통신,데이터,전직원,경기,2021. 03,"워라벨이 어느 정도 보장 되는 회사
매주 셋째주 금요일은 가정의 달로 일찍 퇴근도 가능하다","편한 분위기의 회사
화장실과 사무실 모두 공기청정기가 있어서 공기가 매우 깨끗하고 좋음","쉴수 있눈 공간을 없애버려서 휴식할 곳이 없음
별도의 카페테리아도 없음","정직원 대신 알바생을 너무 많이 고용함
알바의 비율을 줄이고 정직원의 비율을 늘렸으면 함",이 기업은 1년 후      비슷할 것이다.,이 기업을 추천 합니다!,60,60,80,80,40
아이나비시스템즈,IT/웹/통신,개발,현직원,경기,2021. 03,워라벨이 어느정도 보장되는 회사이며 네비게이션 쪽으로는 배울게 많은 회사,워라벨이 보장되며 어느정도 근본이 있는 회사라 네비게이션쪽으로는 배울게 많은 회사,"수평적이지 않은 조직문화, 낮은연봉, 점점 줄어들고 있는 복지",기업 이미지에 비해 연봉이 너무 작으며 복지를 좀 늘려주셨으면 합니다.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,40,60,60,40
아이나비시스템즈,IT/웹/통신,개발,현직원,경기,2021. 03,"내비게이션이라는 높은 기술력을 통해 성장하기 좋지만, 서로 자기 할일에만 정신없어 코드리뷰 따윈 기대해볼수도 없음. 연봉이 너무 짬.",높은 기술력과 생각보다 잘하는 사람들이 많음. 첫회사로 나쁘지 않음.,고인물이 너무 많다.. 그리고 연봉이 요즘 시대에 너무 짜다. 짜디짜다. 이건아니다.. 그리고 꼰대문화? 존재한다.,직원들 연봉좀 올려주세요. 이러다가 다 나가겠어요. 판교에 있으면 판교 개발 문화를 정착해 주세요...,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,20,80,40,40
아이나비시스템즈,IT/웹/통신,개발,현직원,경기,2021. 03,워라밸이 보장되고 네임밸류가 있는 회사,분위기 나쁘지않고 여러 기술을 적용해 볼 수 있어서 실력 향상에 도움이 된다. 팀 마다 다르지만 야근이 생각보다 적어서 워라밸이 보장된다.,인력이 부족하다. 업무 양은 많은데 인프라가 받쳐주질 못한다. 연봉이 경력에 비해 많이 낮은 것으로 알고 있다.,합리적인 복지 및 보상 체계를 마련해줬으면 좋겠다,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,40,80,60,40
아이나비시스템즈,IT/웹/통신,연구개발,전직원,경기,2021. 03,기술력에 비해 다소 저평가 받는 기업,"자유로운 개발환경 및 분위기, 구성원들이 대부분 실력이 많음. 
경험 기술 잘  배워서 몇년 뒤 포털 및 대기업으로 이직하기 편함.","일부 월급루팡이 좀 있고, 윗사람들이 좀 그렇고 책임지지 않으려고 함","합리적인 복지 및 동등 수준의 연봉 현실화가 필요함. 
대부분 입사해서 2~3년 경력쌓고 경험 축척해서 포털이나 대기업으로 이직하는데 다 이유가 있음.",이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,60,60,60,40
아이나비시스템즈,IT/웹/통신,개발,전직원,세종,2021. 03,"동네 편의점 보다 체계가 없는 회사
한때 네비게이션으로 급상승했지만 사양사업으로 가고 있는 현재는 글쎄...","월급은 안밀리고 꼬박꼬박 나옵니다.
그래도 아이나비라는 네임밸류가 있어  주변에서 좋은회사 다니는줄 암","체계가 없다보니 일을 진행할때 중구난방 산으로 감
복지라고 있기는 하지만 어떻게 못누리게 할려고 모든 방법을 동원해서 못하게 함
퇴사시 직원에게 소송을 건다며 협박하는 회사는 이 회사가 처음임
회사의 이의를 제기하면 묵살 당하기 쉽상...회사입장에서 생각해서 애기함","직원들은 소모품으로 생각하며, 다시 뽑으면 그만이라는 생각 이제 좀 바꾸실때 된거 아닌지...
한번이라도 직원들 애기를  좀 들어주시고 수긍하는 자세를 가지시길....
왠만하면 인사, 영업쪽 머리들은 물갈이 한번 해시는걸 추천함.",이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,20,20,20,20
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2021. 02,브랜드 법인 분리 초창기 많은 인원이 이탈,"자유로운 분위기, 근무 편의 있음,
일정에 큰 영향을 받지 않음.","큰 발전 모습이 안보임, 낮은 연령대의 직원들
낮은 경력대의 직원들, 실제 이직 후 합류한 팀의 개발 실력이 
근속에 맞지 않았음.","투자를 통해 좋은 인력이 필요한 상황
동종 대비 인지도, 브랜드 네임 대비 낮은 대우",이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,60,40,60,60,60
아이나비시스템즈,IT/웹/통신,기획/경영,전직원,경기,2021. 01,방향은 있는건가? 일단 뭐라도 하고보자는 마인드..무슨기업인지모르겠음,브랜드 아이나비.. 현업종사자아니면 브랜드만 보고는 괜찮은곳 다니는줄암위치교통편은 좋지않으나 판교테크노벨리에 위치해있어 업무지역은 쾌적한편,사업모델이 정말 불확실.... 과연 무슨목표와 방향을 가지고 나아가는지 모르겠음... 당연히 직원들도 의욕이없지,구체적인 방향과 보이는 무언가를 주세요. 허상을 쫓는것 같은 기분이듭니다.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,40,60,60,40
아이나비시스템즈,IT/웹/통신,기획/경영,현직원,경기,2020. 12,"내비게이션 아이나비, 그 정도의 느낌
그래도 업계에서 나름 오래되서 인식있으며 지도란 무엇인가 경험가능하지만 다른 대기업 지도에는 특출난 장점은 아직까지도 모르겠음","업계에서 나름 들어봤음직한 브랜드
연차사용은 자유
자유복장이라 좋지만, 기본은 갖춰야함
매년 다이어리 주는 건 좋음
필요물품신청이 통과는 팀능력에 달림","IT기업인데 장비 수준 편차가 심함.
오래 앉아 일하는 직종인데 의자가 별로임.
휴식을 위한 공간 없음.",원하는 수준의 퍼포먼스는 그걸 뒷박침할 장비 및 지원이 필요함,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,40,20,40,40
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2020. 12,"업무에 대해 많이 배울수 있는 기업, 사회생활을 많이 배울수 있는 기업","넓은 공간, 카페테리아등 자유로운 공용시설, 집중이 잘 되는 분위기","복잡한 교통, 대중교통 이용시 출퇴근 시간이 오래걸림.",업무능력에 대하여 정확한 판단이 필요해보입니다. 교육복지 파트에 힘써주세요.,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천 합니다!,20,40,40,40,40
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2020. 11,워라벨이 제일 중요하다 생각되면 추천.  아니라면 그냥 스타트업 가세요.,"팀바팀으로 편하게 회사다닐수 있음. 판교라서 회사 주변환경이 쾌적함. 아이나비 인지도로 속은 중소지만 나름 사람들이 아는척해줌. 표면상 중견이고,  동종업계에서는 그래도 쳐줌.","어느정도 자리잡은 스타트업과 비교했을 때  연봉도,  복지도, 성장가능성도  높다고 생각 안 됨. (복지는 전무하고 연봉 짬.)  
차라리 괜찮은 스타트업가서 복지누리고 연봉 올려서 점핑하는게 나음. 그냥 일과 야근에 덜치이고 싶은사람에게는 추천.  00년대에 나름 성공한  벤처의 영광에 취한 사람들을 위한 회사다.  (모든건 팀바팀.)",그냥 화이팅하세요. 전직장이니 망하진 않았으면 좋겠습니다. 연봉 챙겨주기 힘들면 복지라도 챙겨주세요. 있던거마저 없애면 당연히 부정적이지 않겠습니까..,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,40,20,80,40,40
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2020. 09,"체계가없으며 직급보다 눈치우선 근무요건 최악연차없음, 상여금없음, 복지없음, 근무조건",월급은 밀리지 않고 잘나오며 네임벨류로 인한 좋은 회사 인식 을 가지고 있다,월급만 꼬박 잘나오고 상여금? 이외에 1도 없으며 직원은 그냥 아무나 데려다 쓰면 된다는 생각을 가지고 있음특히 꼰대들이 많이 비흡연자들도 같이 담배를 펴야된다는 생각을 가지고 있고 암묵적인 눈치를 준다야근은 기본으로 장착된 회사 이런거에 대해서는 당연하고 수당은 나몰라라 체계가 없으며 보고체계도 없어 복지도 제한이 아주많음그냥 워라벨보고 다니지 말고 네임벨류 우선이다 생각하면 괜찮고 사람답게 복지도 누리며 회사생활 할려면 이쪽으로 쳐다도 보면 안된다 아 퇴사 한다고 얘기하면 고소한다고 이제 하지마세요,직원들 입장에서 오너들이 생각좀 해보고 머가 필요한지어떻게하면 직원들이 편할지 생각좀 해보세요,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,20,20,20,20
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2020. 07,분사하고 체질개선하겠다는 뜻은 내비치지만 근본적으로 고인물 가득하고 현실에 안주하는 회사라 회의적으로 보인다.,실무를 검증해야할 관리자들이 태평해서 스스로를 잘만 포장하면 아주 편하다.,시장선점 외에 내세울만한게 뭐가 있을까싶다.팅크웨어에서 분리되어 나온게 장점이려나?우리는 대기업이라는 자의식이 심하다. 최소한 erp나 제대로 구축하고 그랬으면. 여담으로 staff 특히 인사팀 발암이다.,재직당시 여기가 개발회사가 맞나 의아할 정도로 개발 못하는 개발자가 넘쳐났다. 신사업 벌일 돈으로 제대로된 개발자 모집하는게 우선인거 같다.,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,20,20,60,20,20
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2020. 07,신기술을 활용하여 기술력 향상은 좋지만 기업 규모에비해 연봉 및 복지가 매우 짜다,항상 신기술을 사용하려는 미래지향적 모습이 장점이며믹스커피가 무한이라는 점...?,매우매우 저렴한 복지와 연봉...이직 시 직전 연봉을 맞춰줄 수 없을 경우가 많을 것이다,규모에 맞는 복지를 갖게 되면 퇴사율이 낮을 것 입니드.,이 기업을 추천하지 않습니다.,이 기업을 추천하지 않습니다.,60,20,60,60,60
아이나비시스템즈,IT/웹/통신,기획/경영,전직원,경기,2020. 06,가능성이 있는 젊은 회사이다. 위치기반의 플랫폼을 만들기 위한 모든 여건이 구비되어 있다.,개인역량을 보여준다면 스타가 될수 있다. 20년 이상의 국내 최고의 내비게이션을 서비스 해 온 노하우가 있다. 이 또한 개인 역량을 높이는데 도움이 된다.,이 회사만의 비즈모델이 부족하다. 2년이 안된 회사로서 햇심역량을 모으고 업무 프로세스를 정립하고 구성원간의 커뮤니케이션을 원활히 하고 등의 과제가 남아 있다.,"장기적인 관점에서 기업을 운영해 주었으면 한다,",이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,60,80,60,100
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2020. 05,"국내 NO1 아이나비를 개발하는 IT업체이고 , 자유로움속에서 자기의 꿈을 도전할수 있는 회사이다.",직원 개개인에게 전무가로서의 역량을 키울수 있도록 많은 배려와 존중을 해준다.,아이나비로 새로 시작한지 2년이 안된 젊은 회사라 개인의 인내와 열정이 많이 필요하다.,제2의 아이나비를 대국민 상대로 개발해 주시기를,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,80,100,100,100
아이나비시스템즈,IT/웹/통신,개발,전직원,경기,2020. 05,"실력만 있다면 대우를 받을수있는곳, 실력이 없다면 욕먹기 좋은곳","연차를 눈치 안보고 쓸수있음, 저녘식대를 제공한다지만 야근하라는 말로만 보임",일명 라인? 이라는 줄을 잘타야됨 . 급여가 짜다 너무짜다. 복지가 점점 줄어드는 느낌,조금더 급여 및 복지를 제공하면 좋을거같아요,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,40,60,60,60
